#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 19h00 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORPN20MM : Nombre de jours de fortes précipitations (jour(s))
#     ATAV : Ecart de température moyenne journalière (°C)
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
2709;42.6492;8.9133;RCP4.5;H1;6;0;0;-0.02;
2710;42.6431;9.0103;RCP4.5;H1;6;0;0;0.01;
2711;42.637;9.1072;RCP4.5;H1;7;0.97;-0.6;0.01;
2712;42.6308;9.2042;RCP4.5;H1;10;1.09;-0.16;-0.01;
2713;42.6245;9.3011;RCP4.5;H1;8;1.02;-1.2;0.02;
2714;42.6181;9.398;RCP4.5;H1;12;1.13;-0.44;0.05;
2715;42.6116;9.4948;RCP4.5;H1;11;0;0;0.06;
2753;42.8797;-0.742;RCP4.5;H1;34;0;0;-0.01;
2754;42.8824;-0.6444;RCP4.5;H1;32;1.13;-1.93;-0.01;
2755;42.8851;-0.5467;RCP4.5;H1;31;1.16;-1.6;-0.01;
2756;42.8877;-0.4491;RCP4.5;H1;33;1.14;-1.6;-0.01;
2757;42.8902;-0.3514;RCP4.5;H1;29;1.09;-1;-0.01;
2758;42.8926;-0.2537;RCP4.5;H1;21;1.19;-1.56;0.01;
2759;42.895;-0.156;RCP4.5;H1;18;1.19;-1.5;0.01;
2760;42.8972;-0.0584;RCP4.5;H1;13;1.11;-0.77;0;
2761;42.8993;0.0393;RCP4.5;H1;17;1.11;-1.23;0.02;
2762;42.9014;0.137;RCP4.5;H1;21;1.12;-1.4;0.03;
2763;42.9034;0.2348;RCP4.5;H1;19;1.07;0;0.02;
2764;42.9052;0.3325;RCP4.5;H1;13;1.1;0.87;0.03;
2765;42.907;0.4302;RCP4.5;H1;13;1.06;-0.33;0.01;
2766;42.9087;0.5279;RCP4.5;H1;12;1.03;-0.27;0.03;
2767;42.9103;0.6257;RCP4.5;H1;10;1.05;0.07;0.03;
2768;42.9118;0.7234;RCP4.5;H1;14;1.02;0.44;0.04;
2769;42.9133;0.8211;RCP4.5;H1;15;1.12;-1.13;0.02;
2770;42.9146;0.9189;RCP4.5;H1;18;1.08;-1.43;0.03;
2771;42.9159;1.0166;RCP4.5;H1;16;1.04;0;0.04;
2772;42.917;1.1144;RCP4.5;H1;18;0.91;-0.03;0.06;
2773;42.9181;1.2122;RCP4.5;H1;16;0.9;-0.27;0.06;
2774;42.9191;1.3099;RCP4.5;H1;18;0.93;-0.36;0.06;
2775;42.92;1.4077;RCP4.5;H1;20;1.01;-0.1;0.04;
2776;42.9208;1.5055;RCP4.5;H1;17;1.01;-0.36;0.04;
2777;42.9215;1.6032;RCP4.5;H1;13;0.95;0.44;0.03;
2778;42.9221;1.701;RCP4.5;H1;12;0.95;0.4;0.03;
2779;42.9227;1.7988;RCP4.5;H1;11;0.98;0.8;0.06;
2780;42.9231;1.8966;RCP4.5;H1;10;0.99;1.34;0.05;
2781;42.9235;1.9943;RCP4.5;H1;8;0.97;1.27;0.06;
2782;42.9237;2.0921;RCP4.5;H1;8;0.97;0.6;0.07;
2783;42.9239;2.1899;RCP4.5;H1;7;0.97;0.86;0.08;
2784;42.924;2.2877;RCP4.5;H1;7;0.97;0.9;0.08;
2785;42.924;2.3855;RCP4.5;H1;9;0.98;0.83;0.09;
2786;42.9239;2.4833;RCP4.5;H1;13;1.01;1.04;0.1;
2787;42.9237;2.581;RCP4.5;H1;12;1;1.13;0.1;
2788;42.9235;2.6788;RCP4.5;H1;12;1.04;0.97;0.11;
2789;42.9231;2.7766;RCP4.5;H1;11;1.02;1.57;0.16;
2790;42.9227;2.8744;RCP4.5;H1;12;1.05;1.24;0.17;
2791;42.9221;2.9722;RCP4.5;H1;11;1;1.04;0.18;
2792;42.9215;3.0699;RCP4.5;H1;10;0;0;0.19;
2853;42.7147;9.0185;RCP4.5;H1;6;0;0;0.01;
2854;42.7086;9.1156;RCP4.5;H1;6;0.96;-0.63;0.01;
2855;42.7023;9.2127;RCP4.5;H1;8;1;-1.47;0.02;
2856;42.696;9.3097;RCP4.5;H1;8;0.99;-1.3;0.02;
2857;42.6896;9.4067;RCP4.5;H1;12;1.09;-1.1;0.02;
2893;42.9426;-1.039;RCP4.5;H1;34;0;0;0.03;
2894;42.9457;-0.9413;RCP4.5;H1;35;0;0;0.02;
2895;42.9486;-0.8436;RCP4.5;H1;34;1.16;-1.83;-0;
2896;42.9515;-0.7458;RCP4.5;H1;40;1.11;-1.36;-0.02;
2897;42.9543;-0.6481;RCP4.5;H1;29;1.12;-1.5;0.04;
2898;42.9569;-0.5503;RCP4.5;H1;31;1.1;-1.44;0.03;
2899;42.9595;-0.4525;RCP4.5;H1;31;1.11;-1.13;0.01;
2900;42.962;-0.3547;RCP4.5;H1;34;1.1;-1.33;0;
2901;42.9645;-0.2569;RCP4.5;H1;14;1.07;0.2;0;
2902;42.9668;-0.1591;RCP4.5;H1;12;1.09;0.27;0.02;
2903;42.969;-0.0613;RCP4.5;H1;11;0.96;-0.13;0.03;
2904;42.9712;0.0365;RCP4.5;H1;16;1.04;-1.17;0.01;
2905;42.9732;0.1343;RCP4.5;H1;17;1.11;-1.26;0.03;
2906;42.9752;0.2321;RCP4.5;H1;14;1.08;0.54;0.03;
2907;42.9771;0.33;RCP4.5;H1;23;1.05;-0.96;0.01;
2908;42.9789;0.4278;RCP4.5;H1;17;1.06;-0.4;0.01;
2909;42.9806;0.5257;RCP4.5;H1;16;1.03;-0.33;0.03;
2910;42.9822;0.6235;RCP4.5;H1;13;0.96;-0.24;0.04;
2911;42.9837;0.7214;RCP4.5;H1;8;0.96;-0.74;0.03;
2912;42.9851;0.8192;RCP4.5;H1;11;0.98;-0.4;0.02;
2913;42.9865;0.9171;RCP4.5;H1;11;0.97;-0.46;0.02;
2914;42.9877;1.015;RCP4.5;H1;13;0.93;-0.33;0.04;
2915;42.9889;1.1129;RCP4.5;H1;10;0.93;0.37;0.04;
2916;42.99;1.2108;RCP4.5;H1;11;0.93;0.5;0.05;
2917;42.9909;1.3086;RCP4.5;H1;11;0.94;0.37;0.05;
2918;42.9918;1.4065;RCP4.5;H1;11;0.97;0.13;0.04;
2919;42.9927;1.5044;RCP4.5;H1;11;0.95;0.57;0.03;
2920;42.9934;1.6023;RCP4.5;H1;10;0.94;0.23;0.04;
2921;42.994;1.7002;RCP4.5;H1;11;0.96;0.64;0.05;
2922;42.9945;1.7981;RCP4.5;H1;9;0.97;1.23;0.06;
2923;42.995;1.896;RCP4.5;H1;9;0.97;1.4;0.05;
2924;42.9953;1.9939;RCP4.5;H1;7;0.96;0.97;0.06;
2925;42.9956;2.0918;RCP4.5;H1;8;0.97;1;0.06;
2926;42.9958;2.1897;RCP4.5;H1;7;0.96;1.1;0.08;
2927;42.9959;2.2876;RCP4.5;H1;8;0.97;0.93;0.08;
2928;42.9959;2.3855;RCP4.5;H1;9;0.99;1.2;0.09;
2929;42.9958;2.4834;RCP4.5;H1;12;1.01;1.2;0.1;
2930;42.9956;2.5813;RCP4.5;H1;11;1.01;0.8;0.11;
2931;42.9953;2.6792;RCP4.5;H1;11;1.02;0.43;0.11;
2932;42.995;2.7771;RCP4.5;H1;11;0.99;0.97;0.16;
2933;42.9945;2.875;RCP4.5;H1;11;0.99;0.7;0.16;
2934;42.994;2.9729;RCP4.5;H1;11;1.01;0.9;0.18;
2935;42.9934;3.0708;RCP4.5;H1;10;0;0;0.19;
2999;42.7676;9.3183;RCP4.5;H1;8;0.99;-1.53;0.02;
3000;42.7612;9.4155;RCP4.5;H1;13;1.15;-1.44;0.02;
3032;43.0013;-1.4345;RCP4.5;H1;31;0;0;0.03;
3033;43.0047;-1.3367;RCP4.5;H1;32;1.04;-1.84;0.04;
3034;43.0081;-1.2389;RCP4.5;H1;33;0;0;0.04;
3035;43.0113;-1.1411;RCP4.5;H1;33;0;0;0.05;
3036;43.0144;-1.0433;RCP4.5;H1;35;1.09;-1.5;0.04;
3037;43.0175;-0.9454;RCP4.5;H1;31;1.07;-1.5;0.04;
3038;43.0204;-0.8475;RCP4.5;H1;31;0.94;-1.67;0.04;
3039;43.0233;-0.7497;RCP4.5;H1;32;0.92;-1.64;0.03;
3040;43.0261;-0.6518;RCP4.5;H1;27;0.92;-0.5;0.05;
3041;43.0288;-0.5539;RCP4.5;H1;29;0.94;-0.63;0.04;
3042;43.0313;-0.456;RCP4.5;H1;28;0.93;-0.97;0.03;
3043;43.0339;-0.3581;RCP4.5;H1;30;1.11;-1.23;0.01;
3044;43.0363;-0.2602;RCP4.5;H1;25;1.11;0.37;0.01;
3045;43.0386;-0.1623;RCP4.5;H1;12;0.96;-0.74;0.02;
3046;43.0408;-0.0643;RCP4.5;H1;18;0.96;-0.33;0.03;
3047;43.043;0.0336;RCP4.5;H1;20;1.06;-2.07;0.03;
3048;43.0451;0.1316;RCP4.5;H1;19;1.06;-2.06;0.03;
3049;43.047;0.2295;RCP4.5;H1;19;0.95;-0.5;0.02;
3050;43.0489;0.3275;RCP4.5;H1;17;0.91;-0.74;0.03;
3051;43.0507;0.4254;RCP4.5;H1;13;0.93;-1.16;0.03;
3052;43.0524;0.5234;RCP4.5;H1;13;0.96;-0.57;0.02;
3053;43.054;0.6214;RCP4.5;H1;7;0.95;-0.3;0.02;
3054;43.0555;0.7194;RCP4.5;H1;7;0.96;-0.4;0.02;
3055;43.057;0.8174;RCP4.5;H1;7;0.95;-0.36;0.03;
3056;43.0583;0.9153;RCP4.5;H1;6;0.97;-0.8;0.03;
3057;43.0596;1.0133;RCP4.5;H1;10;0.92;-0.37;0.03;
3058;43.0607;1.1113;RCP4.5;H1;10;0.92;0.4;0.05;
3059;43.0618;1.2093;RCP4.5;H1;10;0.92;0.4;0.05;
3060;43.0628;1.3074;RCP4.5;H1;10;0.93;0.2;0.05;
3061;43.0637;1.4054;RCP4.5;H1;10;0.94;0.23;0.04;
3062;43.0645;1.5034;RCP4.5;H1;6;0.95;0.07;0.04;
3063;43.0652;1.6014;RCP4.5;H1;6;0.97;0.17;0.03;
3064;43.0659;1.6994;RCP4.5;H1;5;0.97;0.6;0.04;
3065;43.0664;1.7974;RCP4.5;H1;8;0.96;0.73;0.04;
3066;43.0668;1.8955;RCP4.5;H1;8;0.95;0.6;0.05;
3067;43.0672;1.9935;RCP4.5;H1;7;0.96;0.97;0.06;
3068;43.0675;2.0915;RCP4.5;H1;6;0.98;1;0.07;
3069;43.0677;2.1895;RCP4.5;H1;6;0.98;0.67;0.08;
3070;43.0677;2.2876;RCP4.5;H1;6;0.98;1.1;0.08;
3071;43.0677;2.3856;RCP4.5;H1;7;0.98;1.07;0.1;
3072;43.0677;2.4836;RCP4.5;H1;11;1.03;1.1;0.13;
3073;43.0675;2.5816;RCP4.5;H1;10;1.01;1.34;0.13;
3074;43.0672;2.6797;RCP4.5;H1;10;1.01;0.57;0.13;
3075;43.0669;2.7777;RCP4.5;H1;11;0.98;0.84;0.16;
3076;43.0664;2.8757;RCP4.5;H1;10;0.97;0.8;0.17;
3077;43.0659;2.9737;RCP4.5;H1;10;0.96;1;0.17;
3078;43.0652;3.0718;RCP4.5;H1;9;1.02;0.2;0.1;
3109;43.0014;6.1077;RCP4.5;H1;8;0;0;-0.01;
3110;42.9979;6.2055;RCP4.5;H1;9;0;0;-0;
3112;42.9906;6.4011;RCP4.5;H1;10;0;0;0.02;
3142;42.8392;9.327;RCP4.5;H1;8;1.03;-1.34;0.02;
3143;42.8327;9.4242;RCP4.5;H1;13;1.13;-1.33;0.02;
3175;43.0731;-1.4392;RCP4.5;H1;29;0.96;-1.06;0.03;
3176;43.0765;-1.3413;RCP4.5;H1;30;0.93;-0.66;0.04;
3177;43.0799;-1.2434;RCP4.5;H1;30;0.94;-1.3;0.03;
3178;43.0831;-1.1454;RCP4.5;H1;29;0.94;-0.4;0.04;
3179;43.0862;-1.0475;RCP4.5;H1;33;0.93;-1.3;0.04;
3180;43.0893;-0.9495;RCP4.5;H1;29;0.93;-0.9;0.05;
3181;43.0922;-0.8515;RCP4.5;H1;23;0.94;-0.53;0.03;
3182;43.0951;-0.7535;RCP4.5;H1;25;0.92;-0.66;0.03;
3183;43.0979;-0.6555;RCP4.5;H1;20;0.91;0.44;0.03;
3184;43.1006;-0.5575;RCP4.5;H1;24;0.94;-0.3;0.05;
3185;43.1032;-0.4595;RCP4.5;H1;20;0.93;-1.46;0.02;
3186;43.1057;-0.3615;RCP4.5;H1;20;0.93;-1.43;0.02;
3187;43.1081;-0.2634;RCP4.5;H1;18;0.92;-1.44;0.01;
3188;43.1104;-0.1654;RCP4.5;H1;19;0.92;-0.93;0.01;
3189;43.1127;-0.0673;RCP4.5;H1;15;0.91;-0.76;0.01;
3190;43.1148;0.0307;RCP4.5;H1;15;0.93;-1.07;0.01;
3191;43.1169;0.1288;RCP4.5;H1;15;0.92;-1.07;0.01;
3192;43.1189;0.2269;RCP4.5;H1;14;0.91;-1.1;0.01;
3193;43.1208;0.325;RCP4.5;H1;11;0.92;-0.8;0.01;
3194;43.1226;0.4231;RCP4.5;H1;11;0.93;-1.03;0.01;
3195;43.1243;0.5211;RCP4.5;H1;12;0.96;-0.6;0.02;
3196;43.1259;0.6192;RCP4.5;H1;11;0.94;-0.87;0.02;
3197;43.1274;0.7173;RCP4.5;H1;7;0.96;-0.63;0.02;
3198;43.1288;0.8155;RCP4.5;H1;6;0.96;-0.27;0.03;
3199;43.1302;0.9136;RCP4.5;H1;6;0.97;-0.77;0.03;
3200;43.1314;1.0117;RCP4.5;H1;6;0.97;-0.64;0.03;
3201;43.1326;1.1098;RCP4.5;H1;9;0.93;0;0.03;
3202;43.1337;1.2079;RCP4.5;H1;6;0.98;-0.23;0.03;
3203;43.1347;1.3061;RCP4.5;H1;6;0.95;0.2;0.03;
3204;43.1356;1.4042;RCP4.5;H1;6;0.94;0.56;0.02;
3205;43.1364;1.5023;RCP4.5;H1;6;0.94;0.43;0.02;
3206;43.1371;1.6005;RCP4.5;H1;6;0.96;0;0.02;
3207;43.1377;1.6986;RCP4.5;H1;6;0.97;0.53;0.04;
3208;43.1383;1.7968;RCP4.5;H1;6;0.95;0.86;0.05;
3209;43.1387;1.8949;RCP4.5;H1;7;0.96;1.07;0.06;
3210;43.1391;1.9931;RCP4.5;H1;6;0.98;0.86;0.07;
3211;43.1393;2.0912;RCP4.5;H1;6;0.97;1.24;0.07;
3212;43.1395;2.1894;RCP4.5;H1;6;0.99;1.1;0.08;
3213;43.1396;2.2875;RCP4.5;H1;6;0.98;0.67;0.08;
3214;43.1396;2.3857;RCP4.5;H1;6;0.98;0.9;0.1;
3215;43.1395;2.4838;RCP4.5;H1;7;1.02;1.1;0.09;
3216;43.1394;2.5819;RCP4.5;H1;10;1;0.76;0.12;
3217;43.1391;2.6801;RCP4.5;H1;9;0.99;0.93;0.12;
3218;43.1387;2.7782;RCP4.5;H1;9;1.01;0.5;0.11;
3219;43.1383;2.8764;RCP4.5;H1;10;0.97;0.6;0.14;
3220;43.1377;2.9745;RCP4.5;H1;10;0.99;1;0.12;
3221;43.1371;3.0727;RCP4.5;H1;9;1.02;0.44;0.09;
3222;43.1364;3.1708;RCP4.5;H1;9;0;0;0.1;
3249;43.0831;5.8186;RCP4.5;H1;7;1;0.9;-0.02;
3250;43.0799;5.9165;RCP4.5;H1;7;0;0;-0.01;
3251;43.0766;6.0145;RCP4.5;H1;8;1.05;0.9;-0.01;
3252;43.0732;6.1124;RCP4.5;H1;8;1.05;0.94;-0.01;
3254;43.0661;6.3082;RCP4.5;H1;9;0;0;0.01;
3256;43.0587;6.504;RCP4.5;H1;10;0;0;0.02;
3285;42.9107;9.3357;RCP4.5;H1;10;1.03;-1.34;0.02;
3286;42.9043;9.433;RCP4.5;H1;11;1.05;-1.27;0.02;
3318;43.1449;-1.444;RCP4.5;H1;28;0;0;0.02;
3319;43.1483;-1.3459;RCP4.5;H1;27;0.93;-0.7;0.04;
3320;43.1517;-1.2479;RCP4.5;H1;24;0.94;-0.2;0.04;
3321;43.1549;-1.1498;RCP4.5;H1;24;0.93;0;0.03;
3322;43.158;-1.0517;RCP4.5;H1;29;0.92;-1.13;0.05;
3323;43.1611;-0.9536;RCP4.5;H1;23;0.92;-0.03;0.01;
3324;43.164;-0.8555;RCP4.5;H1;22;0.92;0.1;0.01;
3325;43.1669;-0.7574;RCP4.5;H1;23;0.92;-0.24;0.02;
3326;43.1697;-0.6593;RCP4.5;H1;18;0.91;-0.17;0.02;
3327;43.1724;-0.5611;RCP4.5;H1;17;0.93;-1.1;0.01;
3328;43.175;-0.463;RCP4.5;H1;18;0.94;-1.53;0.01;
3329;43.1775;-0.3648;RCP4.5;H1;18;0.93;-1.5;0.01;
3330;43.1799;-0.2667;RCP4.5;H1;17;0.93;-1.47;0;
3331;43.1823;-0.1685;RCP4.5;H1;17;0.95;-1.2;-0;
3332;43.1845;-0.0703;RCP4.5;H1;10;0.98;-0.9;0;
3333;43.1867;0.0279;RCP4.5;H1;14;0.92;-1.13;0.01;
3334;43.1888;0.126;RCP4.5;H1;14;0.91;-1.13;0.01;
3335;43.1907;0.2242;RCP4.5;H1;8;0.91;-0.83;0;
3336;43.1926;0.3224;RCP4.5;H1;10;0.9;-1.03;0.01;
3337;43.1944;0.4207;RCP4.5;H1;10;0.91;-0.93;0.01;
3338;43.1961;0.5189;RCP4.5;H1;11;0.92;-0.6;0.02;
3339;43.1977;0.6171;RCP4.5;H1;9;0.92;-0.23;0.01;
3340;43.1993;0.7153;RCP4.5;H1;6;0.95;-0.64;0.02;
3341;43.2007;0.8136;RCP4.5;H1;6;0.99;-0.7;0.02;
3342;43.2021;0.9118;RCP4.5;H1;5;0.99;-0.53;0.02;
3343;43.2033;1.01;RCP4.5;H1;5;1;-0.47;0.02;
3344;43.2045;1.1083;RCP4.5;H1;5;0.99;-0.4;0.03;
3345;43.2056;1.2065;RCP4.5;H1;5;0.99;-0.27;0.03;
3346;43.2065;1.3048;RCP4.5;H1;5;0.99;-0.13;0.03;
3347;43.2074;1.403;RCP4.5;H1;5;0.94;0.4;0.02;
3348;43.2083;1.5013;RCP4.5;H1;6;0.95;0.66;0.02;
3349;43.209;1.5996;RCP4.5;H1;6;0.95;0.27;0.02;
3350;43.2096;1.6978;RCP4.5;H1;6;0.96;0.56;0.04;
3351;43.2101;1.7961;RCP4.5;H1;6;0.96;0.37;0.05;
3352;43.2106;1.8944;RCP4.5;H1;7;0.96;0.9;0.07;
3353;43.211;1.9926;RCP4.5;H1;6;1;0.6;0.07;
3354;43.2112;2.0909;RCP4.5;H1;5;0.98;0.53;0.07;
3355;43.2114;2.1892;RCP4.5;H1;5;0.99;0.54;0.07;
3356;43.2115;2.2874;RCP4.5;H1;5;0.99;0.73;0.08;
3357;43.2115;2.3857;RCP4.5;H1;5;0.99;0.83;0.08;
3358;43.2114;2.484;RCP4.5;H1;5;1;0.86;0.07;
3359;43.2112;2.5823;RCP4.5;H1;9;0.98;1.16;0.09;
3360;43.211;2.6805;RCP4.5;H1;8;1;0.74;0.08;
3361;43.2106;2.7788;RCP4.5;H1;8;1.01;0.7;0.12;
3362;43.2102;2.8771;RCP4.5;H1;8;1.01;0.7;0.12;
3363;43.2096;2.9753;RCP4.5;H1;10;0.98;1;0.12;
3364;43.209;3.0736;RCP4.5;H1;9;1.01;0.24;0.09;
3365;43.2083;3.1719;RCP4.5;H1;9;1.02;0.44;0.09;
3366;43.2075;3.2701;RCP4.5;H1;8;0;0;0.08;
3388;43.167;5.4305;RCP4.5;H1;6;0;0;0.02;
3389;43.1641;5.5286;RCP4.5;H1;6;0;0;-0;
3390;43.1611;5.6268;RCP4.5;H1;6;0;0;-0.01;
3391;43.1581;5.7248;RCP4.5;H1;7;1;0.84;-0.02;
3392;43.1549;5.8229;RCP4.5;H1;8;1;0.7;-0.02;
3393;43.1517;5.921;RCP4.5;H1;11;1.1;1.43;-0;
3394;43.1484;6.0191;RCP4.5;H1;12;1.17;1.5;-0.01;
3395;43.145;6.1171;RCP4.5;H1;12;1.18;1.14;-0.01;
3396;43.1415;6.2152;RCP4.5;H1;9;1.03;0.9;-0;
3397;43.1379;6.3132;RCP4.5;H1;11;1.1;1.07;0.02;
3398;43.1342;6.4112;RCP4.5;H1;11;1.1;1.17;0.02;
3399;43.1304;6.5092;RCP4.5;H1;10;0;0;0.02;
3400;43.1266;6.6072;RCP4.5;H1;10;0;0;0.02;
3428;42.9823;9.3444;RCP4.5;H1;10;1.03;-1.26;0.02;
3429;42.9759;9.4419;RCP4.5;H1;10;0;0;0.02;
3462;43.2201;-1.3505;RCP4.5;H1;26;0.93;-1.4;0.02;
3463;43.2235;-1.2523;RCP4.5;H1;22;0.95;-0.8;0.01;
3464;43.2267;-1.1541;RCP4.5;H1;21;0.95;-0.87;0.01;
3465;43.2298;-1.0559;RCP4.5;H1;21;0.95;-0.77;0.01;
3466;43.2329;-0.9577;RCP4.5;H1;21;0.94;-1;0.01;
3467;43.2359;-0.8595;RCP4.5;H1;21;0.94;-1;0.01;
3468;43.2387;-0.7613;RCP4.5;H1;20;0.94;-1.04;0.01;
3469;43.2415;-0.663;RCP4.5;H1;16;0.94;-0.84;0.01;
3470;43.2442;-0.5647;RCP4.5;H1;17;0.96;-0.87;0.01;
3471;43.2468;-0.4665;RCP4.5;H1;16;0.93;-1.4;0.01;
3472;43.2494;-0.3682;RCP4.5;H1;16;0.93;-1.4;0.01;
3473;43.2518;-0.2699;RCP4.5;H1;16;0.93;-1.67;0;
3474;43.2541;-0.1716;RCP4.5;H1;17;0.95;-1.27;-0;
3475;43.2564;-0.0733;RCP4.5;H1;10;0.96;-0.83;0;
3476;43.2585;0.025;RCP4.5;H1;9;0.98;-0.83;0;
3477;43.2606;0.1233;RCP4.5;H1;9;0.96;-0.76;0;
3478;43.2626;0.2216;RCP4.5;H1;8;0.96;-0.8;0;
3479;43.2645;0.3199;RCP4.5;H1;9;0.96;-0.74;0;
3480;43.2663;0.4183;RCP4.5;H1;9;0.96;-0.73;0;
3481;43.268;0.5166;RCP4.5;H1;9;0.97;-0.8;0;
3482;43.2696;0.6149;RCP4.5;H1;9;0.96;-0.84;0.01;
3483;43.2711;0.7133;RCP4.5;H1;6;0.97;-0.76;0.01;
3484;43.2726;0.8116;RCP4.5;H1;5;0.99;-0.76;0.02;
3485;43.2739;0.91;RCP4.5;H1;5;1;-0.57;0.02;
3486;43.2752;1.0084;RCP4.5;H1;5;1;-0.4;0.02;
3487;43.2764;1.1067;RCP4.5;H1;5;0.98;-0.64;0.03;
3488;43.2774;1.2051;RCP4.5;H1;5;0.98;-0.26;0.03;
3489;43.2784;1.3035;RCP4.5;H1;6;0.98;0.3;0.03;
3490;43.2793;1.4019;RCP4.5;H1;6;0.99;0.6;0.03;
3491;43.2801;1.5003;RCP4.5;H1;5;1;0.24;0.03;
3492;43.2809;1.5986;RCP4.5;H1;5;1;0.3;0.03;
3493;43.2815;1.697;RCP4.5;H1;6;1.01;0.1;0.05;
3494;43.282;1.7954;RCP4.5;H1;6;0.96;0.1;0.05;
3495;43.2825;1.8938;RCP4.5;H1;6;0.98;0.03;0.07;
3496;43.2828;1.9922;RCP4.5;H1;5;0.97;-0.37;0.07;
3497;43.2831;2.0906;RCP4.5;H1;5;0.96;-0.36;0.07;
3498;43.2833;2.189;RCP4.5;H1;5;0.97;0.4;0.08;
3499;43.2834;2.2874;RCP4.5;H1;5;1;0.73;0.06;
3500;43.2834;2.3858;RCP4.5;H1;5;0.99;0.64;0.08;
3501;43.2833;2.4842;RCP4.5;H1;5;1.01;0.43;0.07;
3502;43.2831;2.5826;RCP4.5;H1;9;1;0.73;0.08;
3503;43.2828;2.681;RCP4.5;H1;8;0.99;0.8;0.08;
3504;43.2825;2.7793;RCP4.5;H1;10;1.02;0.77;0.07;
3505;43.282;2.8777;RCP4.5;H1;8;1.01;0.7;0.07;
3506;43.2815;2.9761;RCP4.5;H1;8;1.03;1.07;0.08;
3507;43.2809;3.0745;RCP4.5;H1;8;1;-0.47;0.09;
3508;43.2801;3.1729;RCP4.5;H1;8;1;-0.46;0.09;
3509;43.2793;3.2713;RCP4.5;H1;8;1.02;-0.33;0.08;
3510;43.2784;3.3697;RCP4.5;H1;8;1.02;-0.26;0.08;
3511;43.2774;3.468;RCP4.5;H1;8;1.02;-0.23;0.08;
3512;43.2764;3.5664;RCP4.5;H1;8;0;0;0.03;
3530;43.2416;5.3362;RCP4.5;H1;5;0;0;0.02;
3531;43.2388;5.4344;RCP4.5;H1;7;0.99;0.63;0.02;
3532;43.2359;5.5326;RCP4.5;H1;7;1;1.1;0;
3533;43.2329;5.6309;RCP4.5;H1;8;1.15;1.04;-0;
3534;43.2299;5.7291;RCP4.5;H1;11;1.1;0.63;-0;
3535;43.2267;5.8273;RCP4.5;H1;12;1.12;1.47;-0;
3536;43.2235;5.9255;RCP4.5;H1;14;1.14;1.33;-0;
3537;43.2202;6.0237;RCP4.5;H1;13;1.18;1.14;-0.01;
3538;43.2168;6.1218;RCP4.5;H1;12;1.18;1.34;-0.01;
3539;43.2133;6.22;RCP4.5;H1;15;1.15;0.67;0.01;
3540;43.2097;6.3182;RCP4.5;H1;15;1.17;0.74;0.02;
3541;43.206;6.4163;RCP4.5;H1;15;1.16;1;0.02;
3542;43.2022;6.5144;RCP4.5;H1;11;1.12;1.57;0.02;
3543;43.1983;6.6125;RCP4.5;H1;11;1.13;1.83;0.02;
3544;43.1944;6.7106;RCP4.5;H1;10;0;0;0.02;
3601;43.2777;-1.7482;RCP4.5;H1;21;0;0;-0.01;
3602;43.2814;-1.65;RCP4.5;H1;21;0;0;-0.01;
3603;43.285;-1.5517;RCP4.5;H1;20;0.92;0;-0.01;
3604;43.2885;-1.4534;RCP4.5;H1;23;0.94;0.2;-0.01;
3605;43.2919;-1.3551;RCP4.5;H1;22;0.95;-0.4;-0;
3606;43.2953;-1.2568;RCP4.5;H1;22;0.96;-0.8;-0.01;
3607;43.2985;-1.1585;RCP4.5;H1;20;0.94;-0.86;-0.01;
3608;43.3017;-1.0602;RCP4.5;H1;18;0.96;-0.9;-0;
3609;43.3047;-0.9618;RCP4.5;H1;19;0.93;-0.84;0.01;
3610;43.3077;-0.8635;RCP4.5;H1;19;0.92;-0.84;0.01;
3611;43.3106;-0.7651;RCP4.5;H1;15;0.93;-0.83;0.01;
3612;43.3134;-0.6668;RCP4.5;H1;16;0.95;-0.93;0.01;
3613;43.3161;-0.5684;RCP4.5;H1;15;0.95;-0.8;0.01;
3614;43.3187;-0.47;RCP4.5;H1;15;0.95;-0.67;0;
3615;43.3212;-0.3716;RCP4.5;H1;15;0.95;-0.43;0;
3616;43.3236;-0.2732;RCP4.5;H1;16;0.97;-0.63;-0;
3617;43.326;-0.1748;RCP4.5;H1;12;0.98;-0.9;-0.01;
3618;43.3282;-0.0764;RCP4.5;H1;10;0.97;-0.8;-0;
3619;43.3304;0.0221;RCP4.5;H1;8;0.98;-0.94;-0;
3620;43.3325;0.1205;RCP4.5;H1;8;0.96;-0.8;0;
