#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 19h00 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORPN20MM : Nombre de jours de fortes précipitations (jour(s))
#     ATAV : Ecart de température moyenne journalière (°C)
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
13201;48.1512;-0.0826;RCP4.5;H3;5;1.92;-0.44;0.06;
13202;48.1534;0.0249;RCP4.5;H3;4;1.99;0.59;0.05;
13203;48.1554;0.1323;RCP4.5;H3;3;1.98;0.64;0.05;
13204;48.1574;0.2398;RCP4.5;H3;3;1.98;0.66;0.05;
13205;48.1593;0.3473;RCP4.5;H3;4;1.96;0.26;0.06;
13206;48.161;0.4547;RCP4.5;H3;5;1.97;0.19;0.07;
13207;48.1627;0.5622;RCP4.5;H3;5;1.98;0.19;0.07;
13208;48.1643;0.6697;RCP4.5;H3;4;1.97;0.36;0.06;
13209;48.1658;0.7772;RCP4.5;H3;5;1.99;0.32;0.06;
13210;48.1671;0.8848;RCP4.5;H3;4;1.95;0.15;0.05;
13211;48.1684;0.9923;RCP4.5;H3;3;1.97;0.14;0.04;
13212;48.1696;1.0998;RCP4.5;H3;3;1.95;0.46;0.04;
13213;48.1707;1.2073;RCP4.5;H3;3;1.96;0.57;0.04;
13214;48.1717;1.3148;RCP4.5;H3;3;1.99;0.12;0.06;
13215;48.1726;1.4224;RCP4.5;H3;3;1.94;0.46;0.05;
13216;48.1733;1.5299;RCP4.5;H3;3;1.95;0.7;0.04;
13217;48.174;1.6375;RCP4.5;H3;3;1.97;0.6;0.05;
13218;48.1746;1.745;RCP4.5;H3;3;1.97;0.57;0.05;
13219;48.1751;1.8525;RCP4.5;H3;2;1.93;0.66;0.04;
13220;48.1755;1.9601;RCP4.5;H3;2;1.93;0.66;0.04;
13221;48.1758;2.0676;RCP4.5;H3;3;2.01;0.26;0.05;
13222;48.176;2.1752;RCP4.5;H3;3;2;0.32;0.06;
13223;48.1761;2.2827;RCP4.5;H3;3;2;0.32;0.06;
13224;48.1761;2.3903;RCP4.5;H3;4;2.01;-0.09;0.06;
13225;48.176;2.4978;RCP4.5;H3;4;2.01;0.42;0.06;
13226;48.1758;2.6054;RCP4.5;H3;3;1.99;0.36;0.05;
13227;48.1755;2.7129;RCP4.5;H3;3;1.98;0.36;0.06;
13228;48.1751;2.8205;RCP4.5;H3;3;1.98;0.39;0.07;
13229;48.1746;2.928;RCP4.5;H3;3;1.96;-0.09;0.07;
13230;48.174;3.0356;RCP4.5;H3;5;1.98;-0.12;0.09;
13231;48.1734;3.1431;RCP4.5;H3;5;1.98;-0.23;0.09;
13232;48.1726;3.2506;RCP4.5;H3;4;1.97;-0.54;0.1;
13233;48.1717;3.3582;RCP4.5;H3;5;1.97;-0.33;0.11;
13234;48.1707;3.4657;RCP4.5;H3;4;1.98;-0.51;0.09;
13235;48.1696;3.5732;RCP4.5;H3;5;2.02;-0.44;0.09;
13236;48.1684;3.6808;RCP4.5;H3;5;2.02;-0.4;0.1;
13237;48.1672;3.7883;RCP4.5;H3;5;2.02;-0.5;0.1;
13238;48.1658;3.8958;RCP4.5;H3;5;2.05;-0.3;0.1;
13239;48.1643;4.0033;RCP4.5;H3;5;2.02;-0.16;0.1;
13240;48.1627;4.1108;RCP4.5;H3;5;2.03;-0.36;0.09;
13241;48.1611;4.2183;RCP4.5;H3;5;2;-0.37;0.11;
13242;48.1593;4.3258;RCP4.5;H3;5;2.01;-0.33;0.11;
13243;48.1574;4.4332;RCP4.5;H3;6;2.05;-0.3;0.11;
13244;48.1555;4.5407;RCP4.5;H3;6;2.09;-0.4;0.11;
13245;48.1534;4.6482;RCP4.5;H3;6;2.09;-0.3;0.11;
13246;48.1512;4.7556;RCP4.5;H3;6;2.11;0.08;0.09;
13247;48.149;4.8631;RCP4.5;H3;6;2.06;0.11;0.08;
13248;48.1466;4.9705;RCP4.5;H3;7;2.08;0.01;0.08;
13249;48.1441;5.0779;RCP4.5;H3;6;2.09;-0.13;0.08;
13250;48.1416;5.1853;RCP4.5;H3;6;2.08;-0.02;0.08;
13251;48.1389;5.2927;RCP4.5;H3;8;2.09;-0.67;0.07;
13252;48.1362;5.4001;RCP4.5;H3;8;2.12;-0.33;0.07;
13253;48.1333;5.5075;RCP4.5;H3;5;2.09;-0.26;0.08;
13254;48.1304;5.6149;RCP4.5;H3;6;2.1;0.35;0.09;
13255;48.1273;5.7222;RCP4.5;H3;8;2.11;0.56;0.11;
13256;48.1242;5.8296;RCP4.5;H3;8;2.11;0.66;0.11;
13257;48.1209;5.9369;RCP4.5;H3;8;2.14;0.77;0.11;
13258;48.1176;6.0442;RCP4.5;H3;8;2.15;0.91;0.12;
13259;48.1142;6.1515;RCP4.5;H3;10;2.18;1.01;0.12;
13260;48.1106;6.2588;RCP4.5;H3;10;2.17;0.77;0.12;
13261;48.107;6.3661;RCP4.5;H3;10;2.17;0.8;0.12;
13262;48.1032;6.4734;RCP4.5;H3;9;2.15;0.33;0.12;
13263;48.0994;6.5806;RCP4.5;H3;9;2.15;0.26;0.12;
13264;48.0955;6.6878;RCP4.5;H3;21;2.19;0.33;0.1;
13265;48.0915;6.7951;RCP4.5;H3;22;2.22;0.01;0.1;
13266;48.0873;6.9023;RCP4.5;H3;23;2.35;0.04;0.08;
13267;48.0831;7.0094;RCP4.5;H3;22;2.34;-0.47;0.08;
13268;48.0788;7.1166;RCP4.5;H3;19;2.41;-0.99;0.07;
13269;48.0744;7.2237;RCP4.5;H3;5;2.42;0.22;0.08;
13270;48.0698;7.3309;RCP4.5;H3;3;2.37;0.15;0.09;
13271;48.0652;7.438;RCP4.5;H3;3;2.19;0.49;0.15;
13272;48.0605;7.5451;RCP4.5;H3;3;2.18;0.46;0.15;
13301;48.037;-4.6988;RCP4.5;H3;3;0;0;0.01;
13302;48.0434;-4.592;RCP4.5;H3;4;1.5;-0.58;0.01;
13303;48.0497;-4.4851;RCP4.5;H3;4;1.49;-0.61;0.01;
13304;48.0558;-4.3782;RCP4.5;H3;4;1.49;-0.51;0.01;
13305;48.0619;-4.2713;RCP4.5;H3;10;1.63;-0.4;0.01;
13306;48.0679;-4.1643;RCP4.5;H3;10;1.63;-0.67;0.01;
13307;48.0738;-4.0573;RCP4.5;H3;10;1.62;-0.4;0.01;
13308;48.0796;-3.9503;RCP4.5;H3;10;1.66;-0.19;-0.01;
13309;48.0853;-3.8433;RCP4.5;H3;11;1.65;-0.16;-0.01;
13310;48.0909;-3.7363;RCP4.5;H3;11;1.65;-0.12;0;
13311;48.0964;-3.6292;RCP4.5;H3;10;1.72;0.05;0.02;
13312;48.1018;-3.5221;RCP4.5;H3;10;1.7;-0.03;0.02;
13313;48.1071;-3.415;RCP4.5;H3;10;1.69;0.29;0.03;
13314;48.1124;-3.3079;RCP4.5;H3;10;1.69;0.39;0.03;
13315;48.1175;-3.2007;RCP4.5;H3;10;1.7;0.64;0.03;
13316;48.1225;-3.0935;RCP4.5;H3;10;1.74;0.87;0.02;
13317;48.1274;-2.9864;RCP4.5;H3;7;1.76;0.49;0.04;
13318;48.1322;-2.8791;RCP4.5;H3;7;1.74;0.88;0.04;
13319;48.1369;-2.7719;RCP4.5;H3;5;1.7;1.08;0.04;
13320;48.1416;-2.6647;RCP4.5;H3;5;1.69;1.08;0.04;
13321;48.1461;-2.5574;RCP4.5;H3;6;1.68;1.29;0.05;
13322;48.1505;-2.4501;RCP4.5;H3;5;1.77;1.6;0.07;
13323;48.1548;-2.3428;RCP4.5;H3;4;1.77;0.98;0.04;
13324;48.1591;-2.2355;RCP4.5;H3;4;1.77;0.88;0.04;
13325;48.1632;-2.1281;RCP4.5;H3;3;1.79;0.43;0.03;
13326;48.1673;-2.0208;RCP4.5;H3;3;1.8;0.08;0.03;
13327;48.1712;-1.9134;RCP4.5;H3;3;1.8;0.15;0.02;
13328;48.175;-1.806;RCP4.5;H3;3;1.82;0.35;0.03;
13329;48.1788;-1.6986;RCP4.5;H3;3;1.82;-0.03;0.03;
13330;48.1824;-1.5912;RCP4.5;H3;3;1.81;-0.06;0.04;
13331;48.186;-1.4837;RCP4.5;H3;4;1.78;0.01;0.03;
13332;48.1894;-1.3763;RCP4.5;H3;4;1.8;-0.03;0.02;
13333;48.1928;-1.2688;RCP4.5;H3;4;1.8;-0.09;0.02;
13334;48.196;-1.1613;RCP4.5;H3;5;1.8;-0.57;0.03;
13335;48.1992;-1.0538;RCP4.5;H3;5;1.82;-0.3;0.04;
13336;48.2022;-0.9463;RCP4.5;H3;6;1.83;-0.4;0.04;
13337;48.2052;-0.8388;RCP4.5;H3;5;1.82;-0.06;0.03;
13338;48.208;-0.7313;RCP4.5;H3;6;1.85;0.29;0.05;
13339;48.2108;-0.6238;RCP4.5;H3;6;1.85;-0.09;0.05;
13340;48.2134;-0.5162;RCP4.5;H3;7;1.88;-0.68;0.05;
13341;48.216;-0.4087;RCP4.5;H3;7;1.89;-0.06;0.07;
13342;48.2185;-0.3011;RCP4.5;H3;7;1.89;0.14;0.05;
13343;48.2208;-0.1935;RCP4.5;H3;6;1.89;0.22;0.04;
13344;48.2231;-0.0859;RCP4.5;H3;6;1.94;-0.02;0.05;
13345;48.2253;0.0217;RCP4.5;H3;4;2;0.77;0.05;
13346;48.2273;0.1293;RCP4.5;H3;4;1.98;0.87;0.05;
13347;48.2293;0.2369;RCP4.5;H3;4;1.97;0.87;0.06;
13348;48.2312;0.3445;RCP4.5;H3;4;1.96;0.57;0.06;
13349;48.2329;0.4522;RCP4.5;H3;4;1.96;0.39;0.06;
13350;48.2346;0.5598;RCP4.5;H3;4;2;0.63;0.06;
13351;48.2362;0.6675;RCP4.5;H3;4;1.91;0.19;0.04;
13352;48.2377;0.7751;RCP4.5;H3;5;1.92;0.49;0.05;
13353;48.2391;0.8828;RCP4.5;H3;4;1.95;0.15;0.05;
13354;48.2403;0.9904;RCP4.5;H3;4;1.97;0.18;0.04;
13355;48.2415;1.0981;RCP4.5;H3;4;1.95;0.36;0.04;
13356;48.2426;1.2058;RCP4.5;H3;3;1.96;0.53;0.04;
13357;48.2436;1.3134;RCP4.5;H3;3;1.95;0.6;0.05;
13358;48.2445;1.4211;RCP4.5;H3;3;1.95;0.64;0.05;
13359;48.2453;1.5288;RCP4.5;H3;3;1.96;0.74;0.05;
13360;48.246;1.6365;RCP4.5;H3;3;1.94;0.77;0.05;
13361;48.2466;1.7442;RCP4.5;H3;3;1.94;0.77;0.05;
13362;48.247;1.8519;RCP4.5;H3;2;1.94;0.66;0.05;
13363;48.2474;1.9596;RCP4.5;H3;3;1.93;0.63;0.06;
13364;48.2477;2.0673;RCP4.5;H3;3;2.01;0.18;0.07;
13365;48.2479;2.175;RCP4.5;H3;3;2.01;0.11;0.07;
13366;48.248;2.2827;RCP4.5;H3;3;2.01;0.11;0.07;
13367;48.248;2.3904;RCP4.5;H3;3;1.99;0.33;0.06;
13368;48.2479;2.4981;RCP4.5;H3;4;2;0.36;0.05;
13369;48.2477;2.6058;RCP4.5;H3;3;1.99;0.36;0.05;
13370;48.2474;2.7135;RCP4.5;H3;4;1.99;0.11;0.06;
13371;48.2471;2.8211;RCP4.5;H3;4;1.99;0.29;0.07;
13372;48.2466;2.9288;RCP4.5;H3;3;1.97;0.15;0.07;
13373;48.246;3.0365;RCP4.5;H3;5;1.98;0.18;0.09;
13374;48.2453;3.1442;RCP4.5;H3;5;1.99;0.15;0.09;
13375;48.2445;3.2519;RCP4.5;H3;4;1.95;-0.03;0.11;
13376;48.2436;3.3596;RCP4.5;H3;5;1.97;-0.16;0.1;
13377;48.2426;3.4673;RCP4.5;H3;5;1.97;-0.13;0.1;
13378;48.2415;3.5749;RCP4.5;H3;4;1.99;-0.16;0.09;
13379;48.2404;3.6826;RCP4.5;H3;5;1.99;-0.19;0.09;
13380;48.2391;3.7903;RCP4.5;H3;5;2;-0.34;0.09;
13381;48.2377;3.8979;RCP4.5;H3;5;2.02;-0.3;0.1;
13382;48.2362;4.0056;RCP4.5;H3;4;2;-0.3;0.1;
13383;48.2346;4.1132;RCP4.5;H3;4;2;-0.3;0.1;
13384;48.233;4.2209;RCP4.5;H3;5;2.01;-0.3;0.11;
13385;48.2312;4.3285;RCP4.5;H3;5;2.01;-0.37;0.11;
13386;48.2293;4.4361;RCP4.5;H3;6;2.02;-0.3;0.12;
13387;48.2274;4.5437;RCP4.5;H3;6;2.06;-0.5;0.12;
13388;48.2253;4.6513;RCP4.5;H3;6;2.07;-0.16;0.11;
13389;48.2231;4.7589;RCP4.5;H3;6;2.08;0.11;0.1;
13390;48.2209;4.8665;RCP4.5;H3;8;2.07;-0.33;0.09;
13391;48.2185;4.9741;RCP4.5;H3;8;2.07;-0.26;0.09;
13392;48.216;5.0817;RCP4.5;H3;7;2.1;-0.78;0.07;
13393;48.2135;5.1892;RCP4.5;H3;7;2.1;-0.2;0.07;
13394;48.2108;5.2968;RCP4.5;H3;7;2.1;-0.06;0.07;
13395;48.2081;5.4043;RCP4.5;H3;8;2.13;-0.36;0.08;
13396;48.2052;5.5119;RCP4.5;H3;6;2.09;-0.19;0.08;
13397;48.2022;5.6194;RCP4.5;H3;6;2.09;0.43;0.09;
13398;48.1992;5.7269;RCP4.5;H3;8;2.11;0.6;0.11;
13399;48.196;5.8344;RCP4.5;H3;8;2.11;0.57;0.11;
13400;48.1928;5.9418;RCP4.5;H3;8;2.14;0.94;0.11;
13401;48.1894;6.0493;RCP4.5;H3;8;2.13;0.39;0.11;
13402;48.186;6.1568;RCP4.5;H3;8;2.14;0.6;0.11;
13403;48.1825;6.2642;RCP4.5;H3;10;2.15;0.64;0.13;
13404;48.1788;6.3716;RCP4.5;H3;10;2.14;0.5;0.12;
13405;48.1751;6.479;RCP4.5;H3;10;2.14;0.5;0.12;
13406;48.1712;6.5864;RCP4.5;H3;10;2.11;0.33;0.11;
13407;48.1673;6.6938;RCP4.5;H3;20;2.12;0.39;0.1;
13408;48.1633;6.8012;RCP4.5;H3;20;2.18;0.77;0.09;
13409;48.1591;6.9085;RCP4.5;H3;21;2.23;-0.02;0.07;
13410;48.1549;7.0158;RCP4.5;H3;23;2.32;-0.27;0.09;
13411;48.1506;7.1231;RCP4.5;H3;21;2.45;-0.78;0.07;
13412;48.1462;7.2304;RCP4.5;H3;5;2.43;0.15;0.08;
13413;48.1416;7.3377;RCP4.5;H3;3;2.38;0.12;0.09;
13414;48.137;7.4449;RCP4.5;H3;3;2.18;0.43;0.14;
13415;48.1323;7.5522;RCP4.5;H3;3;2.18;0.49;0.13;
13416;48.1275;7.6594;RCP4.5;H3;4;0;0;0.16;
13447;48.1275;-4.3874;RCP4.5;H3;3;0;0;0.01;
13448;48.1336;-4.2803;RCP4.5;H3;4;1.48;-0.61;0.01;
13449;48.1396;-4.1732;RCP4.5;H3;8;1.64;-0.24;0;
13450;48.1455;-4.0661;RCP4.5;H3;11;1.67;-0.37;0;
13451;48.1513;-3.9589;RCP4.5;H3;8;1.6;-0.2;-0.01;
13452;48.157;-3.8518;RCP4.5;H3;8;1.61;-0.26;-0.01;
13453;48.1626;-3.7446;RCP4.5;H3;7;1.61;-0.19;-0.01;
13454;48.1682;-3.6374;RCP4.5;H3;8;1.57;-0.06;0;
13455;48.1736;-3.5301;RCP4.5;H3;10;1.7;-0.43;0.02;
13456;48.1789;-3.4229;RCP4.5;H3;6;1.64;0.05;0.01;
13457;48.1841;-3.3156;RCP4.5;H3;6;1.63;0.04;0.01;
13458;48.1892;-3.2083;RCP4.5;H3;7;1.64;0.15;0.01;
13459;48.1942;-3.101;RCP4.5;H3;10;1.69;0.42;0.03;
13460;48.1992;-2.9936;RCP4.5;H3;6;1.67;0.42;0.02;
13461;48.204;-2.8863;RCP4.5;H3;6;1.69;1.04;0.03;
13462;48.2087;-2.7789;RCP4.5;H3;6;1.68;1.15;0.04;
13463;48.2134;-2.6715;RCP4.5;H3;6;1.67;1.22;0.04;
13464;48.2179;-2.5641;RCP4.5;H3;6;1.67;1.22;0.05;
13465;48.2223;-2.4566;RCP4.5;H3;6;1.67;0.91;0.05;
13466;48.2267;-2.3492;RCP4.5;H3;5;1.75;0.97;0.05;
13467;48.2309;-2.2417;RCP4.5;H3;4;1.75;0.5;0.05;
13468;48.235;-2.1342;RCP4.5;H3;4;1.78;0.54;0.05;
13469;48.2391;-2.0267;RCP4.5;H3;4;1.78;0.22;0.04;
13470;48.243;-1.9192;RCP4.5;H3;4;1.78;0.22;0.03;
13471;48.2469;-1.8117;RCP4.5;H3;3;1.78;0.11;0.03;
13472;48.2506;-1.7041;RCP4.5;H3;3;1.78;-0.09;0.02;
13473;48.2543;-1.5965;RCP4.5;H3;4;1.77;-0.3;0.03;
13474;48.2578;-1.489;RCP4.5;H3;4;1.81;-0.02;0.02;
13475;48.2613;-1.3814;RCP4.5;H3;4;1.8;0.04;0.02;
13476;48.2646;-1.2738;RCP4.5;H3;5;1.8;-0.4;0.03;
13477;48.2679;-1.1661;RCP4.5;H3;5;1.79;-0.61;0.03;
13478;48.271;-1.0585;RCP4.5;H3;6;1.83;-0.47;0.04;
13479;48.2741;-0.9508;RCP4.5;H3;5;1.82;-0.3;0.04;
13480;48.277;-0.8432;RCP4.5;H3;5;1.83;-0.26;0.03;
13481;48.2799;-0.7355;RCP4.5;H3;6;1.86;-0.47;0.05;
13482;48.2827;-0.6278;RCP4.5;H3;5;1.86;-0.19;0.05;
13483;48.2853;-0.5201;RCP4.5;H3;6;1.84;-0.26;0.06;
13484;48.2879;-0.4124;RCP4.5;H3;6;1.86;-0.43;0.05;
13485;48.2904;-0.3047;RCP4.5;H3;6;1.88;-0.4;0.05;
13486;48.2927;-0.197;RCP4.5;H3;6;1.88;-0.4;0.04;
13487;48.295;-0.0892;RCP4.5;H3;6;1.92;0.08;0.05;
13488;48.2972;0.0185;RCP4.5;H3;6;1.92;0.01;0.05;
13489;48.2992;0.1263;RCP4.5;H3;6;1.91;0.22;0.06;
13490;48.3012;0.234;RCP4.5;H3;4;1.98;0.94;0.06;
13491;48.3031;0.3418;RCP4.5;H3;4;1.97;0.63;0.06;
13492;48.3049;0.4496;RCP4.5;H3;5;1.88;0.39;0.06;
13493;48.3065;0.5574;RCP4.5;H3;4;1.92;0.46;0.05;
13494;48.3081;0.6652;RCP4.5;H3;4;1.91;0.29;0.04;
13495;48.3096;0.773;RCP4.5;H3;3;1.94;0.42;0.04;
13496;48.311;0.8808;RCP4.5;H3;3;1.94;0.29;0.04;
13497;48.3123;0.9886;RCP4.5;H3;3;1.98;0.57;0.04;
13498;48.3134;1.0964;RCP4.5;H3;3;1.97;0.66;0.04;
13499;48.3145;1.2042;RCP4.5;H3;3;1.96;0.94;0.03;
13500;48.3155;1.312;RCP4.5;H3;2;1.95;0.77;0.04;
13501;48.3164;1.4199;RCP4.5;H3;2;1.95;0.7;0.04;
13502;48.3172;1.5277;RCP4.5;H3;3;1.95;0.63;0.05;
13503;48.3179;1.6355;RCP4.5;H3;3;1.95;0.49;0.05;
13504;48.3185;1.7434;RCP4.5;H3;3;1.94;0.71;0.05;
13505;48.319;1.8512;RCP4.5;H3;2;1.94;0.6;0.05;
13506;48.3194;1.9591;RCP4.5;H3;3;1.92;0.57;0.06;
13507;48.3197;2.0669;RCP4.5;H3;3;1.99;0.25;0.06;
13508;48.3199;2.1747;RCP4.5;H3;3;1.98;0.32;0.06;
13509;48.32;2.2826;RCP4.5;H3;3;1.98;0.22;0.06;
13510;48.32;2.3904;RCP4.5;H3;4;1.96;0.28;0.07;
13511;48.3199;2.4983;RCP4.5;H3;5;2.01;0.04;0.06;
13512;48.3197;2.6061;RCP4.5;H3;5;2.02;0.19;0.06;
13513;48.3194;2.714;RCP4.5;H3;4;2.01;-0.12;0.06;
13514;48.319;2.8218;RCP4.5;H3;4;1.99;0.25;0.07;
13515;48.3185;2.9297;RCP4.5;H3;4;1.97;0.46;0.07;
13516;48.3179;3.0375;RCP4.5;H3;4;1.97;0.22;0.09;
13517;48.3172;3.1453;RCP4.5;H3;5;1.96;0.53;0.11;
13518;48.3164;3.2532;RCP4.5;H3;4;1.97;-0.16;0.09;
13519;48.3155;3.361;RCP4.5;H3;4;1.97;-0.16;0.1;
13520;48.3145;3.4688;RCP4.5;H3;5;1.97;-0.09;0.1;
13521;48.3135;3.5766;RCP4.5;H3;5;2;-0.3;0.1;
13522;48.3123;3.6844;RCP4.5;H3;5;1.99;-0.3;0.09;
13523;48.311;3.7923;RCP4.5;H3;5;1.99;-0.23;0.09;
13524;48.3096;3.9001;RCP4.5;H3;4;2.03;-0.02;0.09;
13525;48.3081;4.0079;RCP4.5;H3;4;1.99;-0.61;0.09;
13526;48.3066;4.1157;RCP4.5;H3;4;1.99;-0.58;0.09;
13527;48.3049;4.2234;RCP4.5;H3;4;1.99;-0.54;0.11;
13528;48.3031;4.3312;RCP4.5;H3;5;2.07;-0.44;0.11;
13529;48.3012;4.439;RCP4.5;H3;5;2.07;-0.4;0.11;
13530;48.2993;4.5468;RCP4.5;H3;5;2.03;-0.19;0.11;
13531;48.2972;4.6545;RCP4.5;H3;6;2.05;-0.16;0.11;
13532;48.295;4.7623;RCP4.5;H3;6;2.08;0.15;0.11;
13533;48.2928;4.87;RCP4.5;H3;8;2.06;-0.58;0.09;
13534;48.2904;4.9777;RCP4.5;H3;8;2.07;-0.23;0.09;
13535;48.2879;5.0854;RCP4.5;H3;7;2.09;-0.68;0.07;
13536;48.2854;5.1932;RCP4.5;H3;7;2.1;-0.09;0.07;
13537;48.2827;5.3009;RCP4.5;H3;7;2.11;-0.27;0.07;
13538;48.2799;5.4085;RCP4.5;H3;8;2.12;-0.4;0.08;
13539;48.2771;5.5162;RCP4.5;H3;8;2.14;-0.37;0.08;
13540;48.2741;5.6239;RCP4.5;H3;7;2.11;0.15;0.09;
13541;48.2711;5.7315;RCP4.5;H3;8;2.11;0.6;0.1;
13542;48.2679;5.8392;RCP4.5;H3;7;2.12;0.39;0.1;
13543;48.2647;5.9468;RCP4.5;H3;8;2.12;0.43;0.12;
13544;48.2613;6.0544;RCP4.5;H3;8;2.12;0.33;0.12;
13545;48.2579;6.162;RCP4.5;H3;8;2.14;0.22;0.13;
13546;48.2543;6.2696;RCP4.5;H3;8;2.11;0.46;0.14;
13547;48.2507;6.3771;RCP4.5;H3;11;2.15;0.46;0.14;
13548;48.2469;6.4847;RCP4.5;H3;11;2.14;0.5;0.14;
13549;48.2431;6.5922;RCP4.5;H3;10;2.11;0.26;0.12;
13550;48.2391;6.6998;RCP4.5;H3;18;2.12;0.29;0.11;
13551;48.2351;6.8073;RCP4.5;H3;19;2.16;0.73;0.1;
13552;48.2309;6.9148;RCP4.5;H3;18;2.2;-0.16;0.08;
13553;48.2267;7.0222;RCP4.5;H3;19;2.21;0.01;0.07;
13554;48.2224;7.1297;RCP4.5;H3;20;2.3;-1.27;0.1;
13555;48.2179;7.2371;RCP4.5;H3;18;2.46;-1.23;0.07;
13556;48.2134;7.3445;RCP4.5;H3;4;2.44;-0.43;0.1;
13557;48.2088;7.4519;RCP4.5;H3;3;2.21;1.49;0.1;
13558;48.2041;7.5593;RCP4.5;H3;3;2.22;0.67;0.15;
13559;48.1992;7.6667;RCP4.5;H3;3;0;0;0.15;
13589;48.193;-4.5037;RCP4.5;H3;3;0;0;0.01;
13590;48.1992;-4.3965;RCP4.5;H3;4;0;0;0;
13591;48.2053;-4.2893;RCP4.5;H3;4;1.44;-0.37;0;
13592;48.2113;-4.1821;RCP4.5;H3;8;1.63;-0.16;-0.01;
13593;48.2172;-4.0748;RCP4.5;H3;7;1.64;-0.26;-0;
13594;48.223;-3.9675;RCP4.5;H3;9;1.71;0.01;-0.01;
13595;48.2287;-3.8602;RCP4.5;H3;9;1.7;-0.02;-0.01;
13596;48.2344;-3.7529;RCP4.5;H3;9;1.7;0.22;-0.01;
13597;48.2399;-3.6455;RCP4.5;H3;9;1.69;-0.2;-0.01;
13598;48.2453;-3.5382;RCP4.5;H3;7;1.6;-0.13;-0.01;
13599;48.2506;-3.4308;RCP4.5;H3;6;1.65;0.04;0.01;
13600;48.2559;-3.3233;RCP4.5;H3;7;1.65;0.22;0.01;
13601;48.261;-3.2159;RCP4.5;H3;7;1.66;0.01;0.01;
13602;48.266;-3.1084;RCP4.5;H3;7;1.65;0.43;0.02;
13603;48.2709;-3.0009;RCP4.5;H3;7;1.64;0.18;0.02;
13604;48.2758;-2.8934;RCP4.5;H3;6;1.66;0.7;0.05;
13605;48.2805;-2.7859;RCP4.5;H3;6;1.66;1.01;0.05;
13606;48.2851;-2.6784;RCP4.5;H3;6;1.66;1.11;0.05;
13607;48.2897;-2.5708;RCP4.5;H3;6;1.67;1.25;0.06;
13608;48.2941;-2.4632;RCP4.5;H3;6;1.68;1.01;0.05;
13609;48.2985;-2.3556;RCP4.5;H3;4;1.76;0.77;0.04;
13610;48.3027;-2.248;RCP4.5;H3;3;1.76;0.8;0.04;
13611;48.3068;-2.1404;RCP4.5;H3;3;1.77;0.77;0.03;
13612;48.3109;-2.0327;RCP4.5;H3;3;1.78;0.64;0.03;
13613;48.3148;-1.925;RCP4.5;H3;3;1.78;0.19;0.02;
13614;48.3187;-1.8174;RCP4.5;H3;3;1.78;0.33;0.03;
13615;48.3224;-1.7097;RCP4.5;H3;3;1.78;-0.12;0.02;
13616;48.3261;-1.6019;RCP4.5;H3;4;1.77;-0.36;0.03;
13617;48.3296;-1.4942;RCP4.5;H3;4;1.8;0.15;0.02;
13618;48.3331;-1.3865;RCP4.5;H3;4;1.79;-0.1;0.02;
13619;48.3365;-1.2787;RCP4.5;H3;4;1.77;-0.37;0.03;
13620;48.3397;-1.1709;RCP4.5;H3;4;1.78;-0.43;0.03;
13621;48.3429;-1.0632;RCP4.5;H3;5;1.78;-0.19;0.04;
13622;48.3459;-0.9554;RCP4.5;H3;6;1.81;-0.19;0.04;
13623;48.3489;-0.8475;RCP4.5;H3;6;1.82;-0.23;0.04;
13624;48.3518;-0.7397;RCP4.5;H3;6;1.82;-0.33;0.04;
13625;48.3545;-0.6319;RCP4.5;H3;5;1.81;-0.26;0.04;
13626;48.3572;-0.524;RCP4.5;H3;6;1.85;-0.19;0.04;
13627;48.3598;-0.4162;RCP4.5;H3;6;1.87;-0.12;0.04;
13628;48.3622;-0.3083;RCP4.5;H3;6;1.87;-0.27;0.05;
13629;48.3646;-0.2004;RCP4.5;H3;6;1.89;-0.26;0.04;
13630;48.3669;-0.0926;RCP4.5;H3;6;1.88;-0.16;0.04;
13631;48.3691;0.0153;RCP4.5;H3;6;1.93;0.09;0.05;
13632;48.3711;0.1232;RCP4.5;H3;6;1.92;0.32;0.06;
13633;48.3731;0.2311;RCP4.5;H3;6;1.92;0.25;0.06;
13634;48.375;0.3391;RCP4.5;H3;6;1.91;0.01;0.06;
13635;48.3768;0.447;RCP4.5;H3;6;1.88;0.15;0.05;
13636;48.3784;0.5549;RCP4.5;H3;5;1.92;0.8;0.05;
13637;48.38;0.6629;RCP4.5;H3;4;1.92;0.81;0.04;
13638;48.3815;0.7708;RCP4.5;H3;4;1.92;0.95;0.03;
