#-----------------------------------------------------------------------------
# Date d'extraction : 26/12/2025 - 16h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATXHWD : Ecart de nombre de jours d'une vague de chaleur (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATXHWD;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;ATXHWD;
7764;45.411;-0.2695;RCP8.5;H3;64;
7765;45.4133;-0.1673;RCP8.5;H3;72;
7766;45.4156;-0.0652;RCP8.5;H3;71;
7767;45.4177;0.0369;RCP8.5;H3;73;
7768;45.4198;0.1391;RCP8.5;H3;72;
7769;45.4218;0.2412;RCP8.5;H3;74;
7770;45.4236;0.3434;RCP8.5;H3;75;
7771;45.4254;0.4456;RCP8.5;H3;78;
7772;45.4271;0.5478;RCP8.5;H3;79;
7773;45.4287;0.6499;RCP8.5;H3;78;
7774;45.4302;0.7521;RCP8.5;H3;77;
7775;45.4316;0.8543;RCP8.5;H3;76;
7776;45.4329;0.9565;RCP8.5;H3;78;
7777;45.4341;1.0587;RCP8.5;H3;76;
7778;45.4352;1.1609;RCP8.5;H3;77;
7779;45.4363;1.2632;RCP8.5;H3;76;
7780;45.4372;1.3654;RCP8.5;H3;75;
7781;45.4381;1.4676;RCP8.5;H3;74;
7782;45.4388;1.5698;RCP8.5;H3;74;
7783;45.4395;1.672;RCP8.5;H3;74;
7784;45.44;1.7743;RCP8.5;H3;72;
7785;45.4405;1.8765;RCP8.5;H3;71;
7786;45.4409;1.9787;RCP8.5;H3;78;
7787;45.4411;2.081;RCP8.5;H3;79;
7788;45.4413;2.1832;RCP8.5;H3;79;
7789;45.4414;2.2854;RCP8.5;H3;79;
7790;45.4414;2.3877;RCP8.5;H3;79;
7791;45.4413;2.4899;RCP8.5;H3;76;
7792;45.4411;2.5921;RCP8.5;H3;77;
7793;45.4409;2.6944;RCP8.5;H3;77;
7794;45.4405;2.7966;RCP8.5;H3;79;
7795;45.44;2.8988;RCP8.5;H3;82;
7796;45.4395;3.0011;RCP8.5;H3;82;
7797;45.4388;3.1033;RCP8.5;H3;74;
7798;45.4381;3.2055;RCP8.5;H3;80;
7799;45.4372;3.3077;RCP8.5;H3;74;
7800;45.4363;3.4099;RCP8.5;H3;81;
7801;45.4353;3.5122;RCP8.5;H3;78;
7802;45.4341;3.6144;RCP8.5;H3;86;
7803;45.4329;3.7166;RCP8.5;H3;86;
7804;45.4316;3.8188;RCP8.5;H3;84;
7805;45.4302;3.921;RCP8.5;H3;81;
7806;45.4287;4.0232;RCP8.5;H3;79;
7807;45.4271;4.1253;RCP8.5;H3;82;
7808;45.4254;4.2275;RCP8.5;H3;81;
7809;45.4237;4.3297;RCP8.5;H3;84;
7810;45.4218;4.4319;RCP8.5;H3;89;
7811;45.4198;4.534;RCP8.5;H3;88;
7812;45.4178;4.6362;RCP8.5;H3;89;
7813;45.4156;4.7383;RCP8.5;H3;78;
7814;45.4134;4.8404;RCP8.5;H3;81;
7815;45.411;4.9426;RCP8.5;H3;83;
7816;45.4086;5.0447;RCP8.5;H3;84;
7817;45.4061;5.1468;RCP8.5;H3;85;
7818;45.4035;5.2489;RCP8.5;H3;85;
7819;45.4007;5.351;RCP8.5;H3;87;
7820;45.3979;5.4531;RCP8.5;H3;86;
7821;45.395;5.5551;RCP8.5;H3;85;
7822;45.392;5.6572;RCP8.5;H3;93;
7823;45.389;5.7592;RCP8.5;H3;93;
7824;45.3858;5.8613;RCP8.5;H3;100;
7825;45.3825;5.9633;RCP8.5;H3;90;
7826;45.3791;6.0653;RCP8.5;H3;96;
7827;45.3757;6.1673;RCP8.5;H3;90;
7828;45.3721;6.2693;RCP8.5;H3;99;
7829;45.3685;6.3713;RCP8.5;H3;83;
7830;45.3647;6.4732;RCP8.5;H3;96;
7831;45.3609;6.5752;RCP8.5;H3;92;
7832;45.357;6.6771;RCP8.5;H3;105;
7833;45.353;6.779;RCP8.5;H3;131;
7834;45.3489;6.8809;RCP8.5;H3;128;
7835;45.3447;6.9828;RCP8.5;H3;95;
7836;45.3404;7.0847;RCP8.5;H3;108;
7837;45.336;7.1865;RCP8.5;H3;0;
7898;45.4576;-1.1927;RCP8.5;H3;0;
7899;45.4608;-1.0906;RCP8.5;H3;47;
7900;45.4639;-0.9884;RCP8.5;H3;48;
7901;45.4669;-0.8862;RCP8.5;H3;55;
7902;45.4698;-0.784;RCP8.5;H3;55;
7903;45.4726;-0.6818;RCP8.5;H3;58;
7904;45.4753;-0.5796;RCP8.5;H3;62;
7905;45.478;-0.4773;RCP8.5;H3;63;
7906;45.4805;-0.3751;RCP8.5;H3;63;
7907;45.4829;-0.2729;RCP8.5;H3;63;
7908;45.4853;-0.1706;RCP8.5;H3;70;
7909;45.4875;-0.0683;RCP8.5;H3;68;
7910;45.4897;0.0339;RCP8.5;H3;73;
7911;45.4917;0.1362;RCP8.5;H3;73;
7912;45.4937;0.2385;RCP8.5;H3;73;
7913;45.4956;0.3408;RCP8.5;H3;75;
7914;45.4974;0.4431;RCP8.5;H3;77;
7915;45.499;0.5454;RCP8.5;H3;79;
7916;45.5006;0.6477;RCP8.5;H3;76;
7917;45.5021;0.7501;RCP8.5;H3;77;
7918;45.5035;0.8524;RCP8.5;H3;79;
7919;45.5049;0.9547;RCP8.5;H3;76;
7920;45.5061;1.0571;RCP8.5;H3;77;
7921;45.5072;1.1594;RCP8.5;H3;76;
7922;45.5082;1.2618;RCP8.5;H3;75;
7923;45.5092;1.3641;RCP8.5;H3;75;
7924;45.51;1.4665;RCP8.5;H3;74;
7925;45.5108;1.5688;RCP8.5;H3;74;
7926;45.5114;1.6712;RCP8.5;H3;71;
7927;45.512;1.7735;RCP8.5;H3;72;
7928;45.5125;1.8759;RCP8.5;H3;72;
7929;45.5128;1.9783;RCP8.5;H3;76;
7930;45.5131;2.0806;RCP8.5;H3;77;
7931;45.5133;2.183;RCP8.5;H3;79;
7932;45.5134;2.2854;RCP8.5;H3;79;
7933;45.5134;2.3877;RCP8.5;H3;79;
7934;45.5133;2.4901;RCP8.5;H3;78;
7935;45.5131;2.5925;RCP8.5;H3;76;
7936;45.5128;2.6948;RCP8.5;H3;77;
7937;45.5125;2.7972;RCP8.5;H3;97;
7938;45.512;2.8996;RCP8.5;H3;83;
7939;45.5114;3.0019;RCP8.5;H3;84;
7940;45.5108;3.1043;RCP8.5;H3;75;
7941;45.51;3.2066;RCP8.5;H3;72;
7942;45.5092;3.309;RCP8.5;H3;70;
7943;45.5082;3.4113;RCP8.5;H3;77;
7944;45.5072;3.5137;RCP8.5;H3;78;
7945;45.5061;3.616;RCP8.5;H3;85;
7946;45.5049;3.7184;RCP8.5;H3;86;
7947;45.5036;3.8207;RCP8.5;H3;84;
7948;45.5022;3.923;RCP8.5;H3;80;
7949;45.5007;4.0254;RCP8.5;H3;78;
7950;45.4991;4.1277;RCP8.5;H3;84;
7951;45.4974;4.23;RCP8.5;H3;79;
7952;45.4956;4.3323;RCP8.5;H3;83;
7953;45.4937;4.4346;RCP8.5;H3;82;
7954;45.4918;4.5369;RCP8.5;H3;83;
7955;45.4897;4.6392;RCP8.5;H3;82;
7956;45.4875;4.7414;RCP8.5;H3;81;
7957;45.4853;4.8437;RCP8.5;H3;80;
7958;45.483;4.946;RCP8.5;H3;80;
7959;45.4805;5.0482;RCP8.5;H3;85;
7960;45.478;5.1504;RCP8.5;H3;85;
7961;45.4754;5.2527;RCP8.5;H3;85;
7962;45.4727;5.3549;RCP8.5;H3;87;
7963;45.4698;5.4571;RCP8.5;H3;86;
7964;45.4669;5.5593;RCP8.5;H3;86;
7965;45.4639;5.6615;RCP8.5;H3;85;
7966;45.4609;5.7637;RCP8.5;H3;78;
7967;45.4577;5.8658;RCP8.5;H3;97;
7968;45.4544;5.968;RCP8.5;H3;85;
7969;45.451;6.0701;RCP8.5;H3;78;
7970;45.4476;6.1723;RCP8.5;H3;86;
7971;45.444;6.2744;RCP8.5;H3;111;
7972;45.4404;6.3765;RCP8.5;H3;99;
7973;45.4366;6.4786;RCP8.5;H3;95;
7974;45.4328;6.5807;RCP8.5;H3;102;
7975;45.4288;6.6827;RCP8.5;H3;115;
7976;45.4248;6.7848;RCP8.5;H3;130;
7977;45.4207;6.8868;RCP8.5;H3;127;
7978;45.4165;6.9888;RCP8.5;H3;137;
7979;45.4122;7.0908;RCP8.5;H3;137;
7980;45.4078;7.1928;RCP8.5;H3;0;
8042;45.5327;-1.095;RCP8.5;H3;48;
8043;45.5358;-0.9927;RCP8.5;H3;51;
8044;45.5388;-0.8904;RCP8.5;H3;57;
8045;45.5417;-0.7881;RCP8.5;H3;60;
8046;45.5445;-0.6857;RCP8.5;H3;62;
8047;45.5473;-0.5834;RCP8.5;H3;62;
8048;45.5499;-0.481;RCP8.5;H3;62;
8049;45.5524;-0.3786;RCP8.5;H3;61;
8050;45.5549;-0.2763;RCP8.5;H3;67;
8051;45.5572;-0.1739;RCP8.5;H3;69;
8052;45.5595;-0.0715;RCP8.5;H3;68;
8053;45.5616;0.0309;RCP8.5;H3;71;
8054;45.5637;0.1334;RCP8.5;H3;72;
8055;45.5656;0.2358;RCP8.5;H3;74;
8056;45.5675;0.3382;RCP8.5;H3;77;
8057;45.5693;0.4407;RCP8.5;H3;76;
8058;45.571;0.5431;RCP8.5;H3;77;
8059;45.5726;0.6455;RCP8.5;H3;75;
8060;45.5741;0.748;RCP8.5;H3;76;
8061;45.5755;0.8505;RCP8.5;H3;76;
8062;45.5768;0.9529;RCP8.5;H3;75;
8063;45.578;1.0554;RCP8.5;H3;74;
8064;45.5792;1.1579;RCP8.5;H3;76;
8065;45.5802;1.2604;RCP8.5;H3;75;
8066;45.5811;1.3628;RCP8.5;H3;75;
8067;45.582;1.4653;RCP8.5;H3;71;
8068;45.5827;1.5678;RCP8.5;H3;73;
8069;45.5834;1.6703;RCP8.5;H3;75;
8070;45.584;1.7728;RCP8.5;H3;72;
8071;45.5844;1.8753;RCP8.5;H3;72;
8072;45.5848;1.9778;RCP8.5;H3;77;
8073;45.5851;2.0803;RCP8.5;H3;77;
8074;45.5853;2.1828;RCP8.5;H3;76;
8075;45.5854;2.2853;RCP8.5;H3;79;
8076;45.5854;2.3878;RCP8.5;H3;78;
8077;45.5853;2.4903;RCP8.5;H3;74;
8078;45.5851;2.5928;RCP8.5;H3;73;
8079;45.5848;2.6953;RCP8.5;H3;71;
8080;45.5844;2.7978;RCP8.5;H3;83;
8081;45.584;2.9003;RCP8.5;H3;77;
8082;45.5834;3.0028;RCP8.5;H3;84;
8083;45.5827;3.1053;RCP8.5;H3;78;
8084;45.582;3.2078;RCP8.5;H3;72;
8085;45.5811;3.3103;RCP8.5;H3;72;
8086;45.5802;3.4127;RCP8.5;H3;77;
8087;45.5792;3.5152;RCP8.5;H3;75;
8088;45.5781;3.6177;RCP8.5;H3;82;
8089;45.5768;3.7202;RCP8.5;H3;81;
8090;45.5755;3.8226;RCP8.5;H3;77;
8091;45.5741;3.9251;RCP8.5;H3;86;
8092;45.5726;4.0276;RCP8.5;H3;78;
8093;45.571;4.13;RCP8.5;H3;80;
8094;45.5693;4.2324;RCP8.5;H3;76;
8095;45.5675;4.3349;RCP8.5;H3;85;
8096;45.5657;4.4373;RCP8.5;H3;82;
8097;45.5637;4.5397;RCP8.5;H3;86;
8098;45.5616;4.6422;RCP8.5;H3;81;
8099;45.5595;4.7446;RCP8.5;H3;81;
8100;45.5572;4.847;RCP8.5;H3;79;
8101;45.5549;4.9494;RCP8.5;H3;78;
8102;45.5524;5.0517;RCP8.5;H3;82;
8103;45.5499;5.1541;RCP8.5;H3;82;
8104;45.5473;5.2565;RCP8.5;H3;81;
8105;45.5446;5.3588;RCP8.5;H3;81;
8106;45.5418;5.4612;RCP8.5;H3;81;
8107;45.5389;5.5635;RCP8.5;H3;80;
8108;45.5359;5.6658;RCP8.5;H3;71;
8109;45.5328;5.7681;RCP8.5;H3;75;
8110;45.5296;5.8704;RCP8.5;H3;79;
8111;45.5263;5.9727;RCP8.5;H3;76;
8112;45.5229;6.075;RCP8.5;H3;82;
8113;45.5194;6.1773;RCP8.5;H3;83;
8114;45.5159;6.2795;RCP8.5;H3;108;
8115;45.5122;6.3818;RCP8.5;H3;100;
8116;45.5085;6.484;RCP8.5;H3;99;
8117;45.5046;6.5862;RCP8.5;H3;100;
8118;45.5007;6.6884;RCP8.5;H3;93;
8119;45.4967;6.7906;RCP8.5;H3;133;
8120;45.4926;6.8927;RCP8.5;H3;134;
8121;45.4883;6.9949;RCP8.5;H3;127;
8122;45.484;7.097;RCP8.5;H3;0;
8185;45.6046;-1.0995;RCP8.5;H3;0;
8186;45.6077;-0.9971;RCP8.5;H3;47;
8187;45.6107;-0.8946;RCP8.5;H3;64;
8188;45.6136;-0.7922;RCP8.5;H3;63;
8189;45.6165;-0.6897;RCP8.5;H3;62;
8190;45.6192;-0.5872;RCP8.5;H3;62;
8191;45.6218;-0.4847;RCP8.5;H3;61;
8192;45.6243;-0.3822;RCP8.5;H3;68;
8193;45.6268;-0.2797;RCP8.5;H3;67;
8194;45.6291;-0.1771;RCP8.5;H3;69;
8195;45.6314;-0.0746;RCP8.5;H3;69;
8196;45.6336;0.0279;RCP8.5;H3;69;
8197;45.6356;0.1305;RCP8.5;H3;71;
8198;45.6376;0.233;RCP8.5;H3;73;
8199;45.6395;0.3356;RCP8.5;H3;73;
8200;45.6413;0.4382;RCP8.5;H3;74;
8201;45.643;0.5408;RCP8.5;H3;76;
8202;45.6445;0.6433;RCP8.5;H3;74;
8203;45.6461;0.7459;RCP8.5;H3;75;
8204;45.6475;0.8485;RCP8.5;H3;73;
8205;45.6488;0.9511;RCP8.5;H3;80;
8206;45.65;1.0537;RCP8.5;H3;80;
8207;45.6511;1.1563;RCP8.5;H3;81;
8208;45.6522;1.259;RCP8.5;H3;79;
8209;45.6531;1.3616;RCP8.5;H3;79;
8210;45.654;1.4642;RCP8.5;H3;74;
8211;45.6547;1.5668;RCP8.5;H3;73;
8212;45.6554;1.6694;RCP8.5;H3;73;
8213;45.6559;1.7721;RCP8.5;H3;71;
8214;45.6564;1.8747;RCP8.5;H3;70;
8215;45.6568;1.9773;RCP8.5;H3;74;
8216;45.6571;2.08;RCP8.5;H3;75;
8217;45.6572;2.1826;RCP8.5;H3;76;
8218;45.6573;2.2852;RCP8.5;H3;76;
8219;45.6573;2.3879;RCP8.5;H3;76;
8220;45.6572;2.4905;RCP8.5;H3;77;
8221;45.6571;2.5931;RCP8.5;H3;73;
8222;45.6568;2.6958;RCP8.5;H3;74;
8223;45.6564;2.7984;RCP8.5;H3;82;
8224;45.6559;2.901;RCP8.5;H3;75;
8225;45.6554;3.0037;RCP8.5;H3;77;
8226;45.6547;3.1063;RCP8.5;H3;73;
8227;45.654;3.2089;RCP8.5;H3;73;
8228;45.6531;3.3115;RCP8.5;H3;76;
8229;45.6522;3.4141;RCP8.5;H3;73;
8230;45.6511;3.5168;RCP8.5;H3;77;
8231;45.65;3.6194;RCP8.5;H3;76;
8232;45.6488;3.722;RCP8.5;H3;77;
8233;45.6475;3.8246;RCP8.5;H3;73;
8234;45.6461;3.9272;RCP8.5;H3;78;
8235;45.6446;4.0298;RCP8.5;H3;80;
8236;45.643;4.1323;RCP8.5;H3;80;
8237;45.6413;4.2349;RCP8.5;H3;76;
8238;45.6395;4.3375;RCP8.5;H3;84;
8239;45.6376;4.4401;RCP8.5;H3;85;
8240;45.6356;4.5426;RCP8.5;H3;85;
8241;45.6336;4.6452;RCP8.5;H3;78;
8242;45.6314;4.7477;RCP8.5;H3;78;
8243;45.6292;4.8502;RCP8.5;H3;78;
8244;45.6268;4.9528;RCP8.5;H3;80;
8245;45.6244;5.0553;RCP8.5;H3;78;
8246;45.6218;5.1578;RCP8.5;H3;78;
8247;45.6192;5.2603;RCP8.5;H3;76;
8248;45.6165;5.3628;RCP8.5;H3;78;
8249;45.6137;5.4653;RCP8.5;H3;80;
8250;45.6108;5.5677;RCP8.5;H3;78;
8251;45.6078;5.6702;RCP8.5;H3;68;
8252;45.6047;5.7726;RCP8.5;H3;78;
8253;45.6015;5.8751;RCP8.5;H3;72;
8254;45.5982;5.9775;RCP8.5;H3;88;
8255;45.5948;6.0799;RCP8.5;H3;88;
8256;45.5913;6.1823;RCP8.5;H3;100;
8257;45.5878;6.2847;RCP8.5;H3;102;
8258;45.5841;6.387;RCP8.5;H3;100;
8259;45.5804;6.4894;RCP8.5;H3;93;
8260;45.5765;6.5917;RCP8.5;H3;98;
8261;45.5726;6.6941;RCP8.5;H3;100;
8262;45.5685;6.7964;RCP8.5;H3;104;
8263;45.5644;6.8987;RCP8.5;H3;96;
8264;45.5602;7.0009;RCP8.5;H3;0;
8327;45.6733;-1.2066;RCP8.5;H3;0;
8328;45.6765;-1.104;RCP8.5;H3;49;
8329;45.6796;-1.0014;RCP8.5;H3;47;
8330;45.6826;-0.8988;RCP8.5;H3;63;
8331;45.6856;-0.7962;RCP8.5;H3;63;
8332;45.6884;-0.6936;RCP8.5;H3;62;
8333;45.6911;-0.591;RCP8.5;H3;62;
8334;45.6937;-0.4884;RCP8.5;H3;61;
8335;45.6963;-0.3857;RCP8.5;H3;67;
8336;45.6987;-0.2831;RCP8.5;H3;68;
8337;45.7011;-0.1804;RCP8.5;H3;70;
8338;45.7033;-0.0778;RCP8.5;H3;70;
8339;45.7055;0.0249;RCP8.5;H3;70;
8340;45.7076;0.1276;RCP8.5;H3;71;
8341;45.7095;0.2303;RCP8.5;H3;71;
8342;45.7114;0.333;RCP8.5;H3;73;
8343;45.7132;0.4357;RCP8.5;H3;76;
8344;45.7149;0.5384;RCP8.5;H3;76;
8345;45.7165;0.6411;RCP8.5;H3;76;
8346;45.718;0.7438;RCP8.5;H3;77;
8347;45.7194;0.8466;RCP8.5;H3;76;
8348;45.7207;0.9493;RCP8.5;H3;78;
8349;45.722;1.0521;RCP8.5;H3;77;
8350;45.7231;1.1548;RCP8.5;H3;78;
8351;45.7241;1.2575;RCP8.5;H3;78;
8352;45.7251;1.3603;RCP8.5;H3;79;
8353;45.7259;1.463;RCP8.5;H3;74;
8354;45.7267;1.5658;RCP8.5;H3;75;
8355;45.7273;1.6686;RCP8.5;H3;71;
8356;45.7279;1.7713;RCP8.5;H3;70;
8357;45.7284;1.8741;RCP8.5;H3;71;
8358;45.7287;1.9769;RCP8.5;H3;74;
8359;45.729;2.0796;RCP8.5;H3;75;
8360;45.7292;2.1824;RCP8.5;H3;76;
8361;45.7293;2.2852;RCP8.5;H3;76;
8362;45.7293;2.3879;RCP8.5;H3;75;
8363;45.7292;2.4907;RCP8.5;H3;73;
8364;45.729;2.5935;RCP8.5;H3;71;
8365;45.7287;2.6962;RCP8.5;H3;72;
8366;45.7284;2.799;RCP8.5;H3;70;
8367;45.7279;2.9018;RCP8.5;H3;69;
8368;45.7273;3.0045;RCP8.5;H3;70;
8369;45.7267;3.1073;RCP8.5;H3;72;
8370;45.7259;3.21;RCP8.5;H3;73;
8371;45.7251;3.3128;RCP8.5;H3;72;
8372;45.7241;3.4156;RCP8.5;H3;72;
8373;45.7231;3.5183;RCP8.5;H3;78;
8374;45.722;3.621;RCP8.5;H3;77;
8375;45.7208;3.7238;RCP8.5;H3;74;
8376;45.7194;3.8265;RCP8.5;H3;77;
8377;45.718;3.9292;RCP8.5;H3;79;
8378;45.7165;4.032;RCP8.5;H3;79;
8379;45.7149;4.1347;RCP8.5;H3;78;
8380;45.7132;4.2374;RCP8.5;H3;75;
8381;45.7114;4.3401;RCP8.5;H3;83;
8382;45.7096;4.4428;RCP8.5;H3;83;
8383;45.7076;4.5455;RCP8.5;H3;86;
8384;45.7055;4.6482;RCP8.5;H3;76;
8385;45.7034;4.7509;RCP8.5;H3;76;
8386;45.7011;4.8535;RCP8.5;H3;77;
8387;45.6988;4.9562;RCP8.5;H3;78;
8388;45.6963;5.0588;RCP8.5;H3;82;
8389;45.6938;5.1615;RCP8.5;H3;75;
8390;45.6911;5.2641;RCP8.5;H3;79;
8391;45.6884;5.3667;RCP8.5;H3;77;
8392;45.6856;5.4693;RCP8.5;H3;78;
8393;45.6827;5.5719;RCP8.5;H3;83;
8394;45.6797;5.6745;RCP8.5;H3;89;
8395;45.6766;5.7771;RCP8.5;H3;79;
8396;45.6734;5.8797;RCP8.5;H3;77;
8397;45.6701;5.9822;RCP8.5;H3;94;
8398;45.6667;6.0848;RCP8.5;H3;103;
8399;45.6632;6.1873;RCP8.5;H3;103;
8400;45.6596;6.2898;RCP8.5;H3;101;
8401;45.656;6.3923;RCP8.5;H3;102;
8402;45.6522;6.4948;RCP8.5;H3;93;
8403;45.6484;6.5973;RCP8.5;H3;94;
8404;45.6444;6.6997;RCP8.5;H3;91;
8405;45.6404;6.8022;RCP8.5;H3;113;
8406;45.6363;6.9046;RCP8.5;H3;96;
8407;45.632;7.007;RCP8.5;H3;0;
8470;45.7452;-1.2112;RCP8.5;H3;49;
8471;45.7484;-1.1085;RCP8.5;H3;49;
8472;45.7515;-1.0058;RCP8.5;H3;50;
8473;45.7545;-0.9031;RCP8.5;H3;65;
8474;45.7575;-0.8003;RCP8.5;H3;65;
8475;45.7603;-0.6976;RCP8.5;H3;63;
8476;45.763;-0.5948;RCP8.5;H3;62;
8477;45.7657;-0.4921;RCP8.5;H3;62;
8478;45.7682;-0.3893;RCP8.5;H3;62;
8479;45.7707;-0.2865;RCP8.5;H3;69;
8480;45.773;-0.1837;RCP8.5;H3;70;
8481;45.7753;-0.0809;RCP8.5;H3;70;
8482;45.7774;0.0219;RCP8.5;H3;69;
8483;45.7795;0.1247;RCP8.5;H3;71;
8484;45.7815;0.2275;RCP8.5;H3;72;
8485;45.7834;0.3304;RCP8.5;H3;73;
8486;45.7852;0.4332;RCP8.5;H3;74;
8487;45.7869;0.5361;RCP8.5;H3;75;
8488;45.7885;0.6389;RCP8.5;H3;74;
8489;45.79;0.7418;RCP8.5;H3;75;
8490;45.7914;0.8446;RCP8.5;H3;75;
8491;45.7927;0.9475;RCP8.5;H3;77;
8492;45.7939;1.0504;RCP8.5;H3;75;
8493;45.7951;1.1532;RCP8.5;H3;76;
8494;45.7961;1.2561;RCP8.5;H3;77;
8495;45.797;1.359;RCP8.5;H3;77;
8496;45.7979;1.4619;RCP8.5;H3;74;
8497;45.7986;1.5648;RCP8.5;H3;71;
8498;45.7993;1.6677;RCP8.5;H3;70;
8499;45.7999;1.7706;RCP8.5;H3;71;
8500;45.8003;1.8735;RCP8.5;H3;73;
8501;45.8007;1.9764;RCP8.5;H3;71;
8502;45.801;2.0793;RCP8.5;H3;72;
8503;45.8012;2.1822;RCP8.5;H3;73;
8504;45.8013;2.2851;RCP8.5;H3;73;
8505;45.8013;2.388;RCP8.5;H3;73;
8506;45.8012;2.4909;RCP8.5;H3;72;
8507;45.801;2.5938;RCP8.5;H3;73;
8508;45.8007;2.6967;RCP8.5;H3;72;
8509;45.8003;2.7996;RCP8.5;H3;72;
8510;45.7999;2.9025;RCP8.5;H3;69;
8511;45.7993;3.0054;RCP8.5;H3;70;
8512;45.7987;3.1083;RCP8.5;H3;74;
8513;45.7979;3.2112;RCP8.5;H3;72;
8514;45.7971;3.3141;RCP8.5;H3;72;
8515;45.7961;3.417;RCP8.5;H3;73;
8516;45.7951;3.5198;RCP8.5;H3;76;
8517;45.7939;3.6227;RCP8.5;H3;75;
8518;45.7927;3.7256;RCP8.5;H3;71;
8519;45.7914;3.8285;RCP8.5;H3;73;
8520;45.79;3.9313;RCP8.5;H3;76;
8521;45.7885;4.0342;RCP8.5;H3;75;
8522;45.7869;4.137;RCP8.5;H3;78;
8523;45.7852;4.2399;RCP8.5;H3;77;
8524;45.7834;4.3427;RCP8.5;H3;84;
8525;45.7815;4.4456;RCP8.5;H3;83;
8526;45.7795;4.5484;RCP8.5;H3;81;
8527;45.7775;4.6512;RCP8.5;H3;75;
8528;45.7753;4.754;RCP8.5;H3;77;
8529;45.773;4.8568;RCP8.5;H3;73;
8530;45.7707;4.9596;RCP8.5;H3;76;
8531;45.7682;5.0624;RCP8.5;H3;73;
8532;45.7657;5.1652;RCP8.5;H3;74;
8533;45.7631;5.2679;RCP8.5;H3;76;
8534;45.7603;5.3707;RCP8.5;H3;78;
8535;45.7575;5.4734;RCP8.5;H3;91;
8536;45.7546;5.5762;RCP8.5;H3;92;
8537;45.7516;5.6789;RCP8.5;H3;97;
8538;45.7485;5.7816;RCP8.5;H3;77;
8539;45.7453;5.8843;RCP8.5;H3;77;
8540;45.742;5.987;RCP8.5;H3;90;
8541;45.7386;6.0897;RCP8.5;H3;105;
8542;45.7351;6.1923;RCP8.5;H3;103;
8543;45.7315;6.295;RCP8.5;H3;104;
8544;45.7279;6.3976;RCP8.5;H3;103;
8545;45.7241;6.5002;RCP8.5;H3;104;
8546;45.7202;6.6028;RCP8.5;H3;114;
8547;45.7163;6.7054;RCP8.5;H3;103;
8548;45.7122;6.808;RCP8.5;H3;111;
8549;45.7081;6.9106;RCP8.5;H3;0;
8613;45.8171;-1.2159;RCP8.5;H3;0;
8614;45.8203;-1.113;RCP8.5;H3;47;
8615;45.8234;-1.0102;RCP8.5;H3;50;
8616;45.8265;-0.9073;RCP8.5;H3;64;
8617;45.8294;-0.8044;RCP8.5;H3;66;
8618;45.8322;-0.7016;RCP8.5;H3;64;
8619;45.8349;-0.5987;RCP8.5;H3;61;
8620;45.8376;-0.4958;RCP8.5;H3;61;
8621;45.8401;-0.3929;RCP8.5;H3;61;
8622;45.8426;-0.29;RCP8.5;H3;63;
8623;45.8449;-0.187;RCP8.5;H3;63;
8624;45.8472;-0.0841;RCP8.5;H3;72;
8625;45.8494;0.0189;RCP8.5;H3;72;
8626;45.8515;0.1218;RCP8.5;H3;71;
8627;45.8534;0.2248;RCP8.5;H3;70;
8628;45.8553;0.3277;RCP8.5;H3;71;
8629;45.8571;0.4307;RCP8.5;H3;74;
8630;45.8588;0.5337;RCP8.5;H3;75;
8631;45.8604;0.6367;RCP8.5;H3;75;
8632;45.8619;0.7397;RCP8.5;H3;73;
8633;45.8633;0.8427;RCP8.5;H3;74;
8634;45.8647;0.9457;RCP8.5;H3;75;
8635;45.8659;1.0487;RCP8.5;H3;76;
8636;45.867;1.1517;RCP8.5;H3;77;
8637;45.8681;1.2547;RCP8.5;H3;76;
8638;45.869;1.3577;RCP8.5;H3;77;
8639;45.8699;1.4608;RCP8.5;H3;77;
8640;45.8706;1.5638;RCP8.5;H3;72;
8641;45.8713;1.6668;RCP8.5;H3;76;
8642;45.8718;1.7698;RCP8.5;H3;71;
8643;45.8723;1.8729;RCP8.5;H3;73;
8644;45.8727;1.9759;RCP8.5;H3;73;
8645;45.873;2.079;RCP8.5;H3;73;
8646;45.8732;2.182;RCP8.5;H3;74;
8647;45.8733;2.285;RCP8.5;H3;73;
8648;45.8733;2.3881;RCP8.5;H3;73;
8649;45.8732;2.4911;RCP8.5;H3;72;
8650;45.873;2.5941;RCP8.5;H3;73;
8651;45.8727;2.6972;RCP8.5;H3;73;
8652;45.8723;2.8002;RCP8.5;H3;72;
8653;45.8718;2.9032;RCP8.5;H3;68;
8654;45.8713;3.0063;RCP8.5;H3;70;
8655;45.8706;3.1093;RCP8.5;H3;73;
8656;45.8699;3.2123;RCP8.5;H3;69;
8657;45.869;3.3154;RCP8.5;H3;69;
